customer_id,age,income_inr,credit_score,loan_amount_inr,tenure_months,interest_rate,existing_emis,dependents,experience_years,city,job_type,education_level,marital_status,loan_purpose,has_credit_card,has_vehicle,default
103014,29,100390.04,608.0,5000.0,24,21.6,2,3,23,Hyderabad,Student,HighSchool,Married,Car,No,Yes,1
127331,24,39537.88,899.0,344557.0,12,24.61,1,0,2,Chennai,Unemployed,PhD,Married,Car,No,No,1
112124,54,39246.0,708.0,24711.41,12,21.65,0,2,16,Jaipur,Unemployed,HighSchool,Married,Business,No,No,1
103752,56,36418.33,528.0,306006.72,36,7.56,1,1,26,Bangalore,Student,PhD,Married,Travel,Yes,Yes,1
127387,18,58173.68,679.0,306623.3,24,9.84,2,0,18,Chennai,Freelancer,PhD,Single,Home,Yes,No,1
112335,64,8000.0,320.0,210174.08,36,25.0,2,4,20,Hyderabad,Student,PhD,Single,Medical,Yes,No,1
111544,23,53370.95,715.0,10369.08,18,26.13,1,0,7,Jaipur,Business,PhD,Divorced,Personal,Yes,No,1
111356,59,59122.77,488.0,341839.6,6,15.06,3,2,29,Kolkata,Student,Bachelors,Single,Business,Yes,Yes,1
102676,27,87369.14,333.0,112951.4,24,20.32,3,1,20,Mumbai,Student,PhD,Divorced,Education,No,No,1
128738,28,54955.58,778.0,62988.65,12,8.0,1,0,1,Chennai,Student,PhD,Divorced,Home,No,Yes,1
129995,22,42483.08,371.0,5000.0,6,25.62,2,2,11,Jaipur,,PhD,Married,Home,Yes,Yes,1
120747,33,46913.73,878.0,190608.85,6,7.99,1,3,21,Bangalore,Freelancer,Masters,Divorced,Medical,No,Yes,1
113375,27,74396.99,,380823.54,6,13.43,1,4,34,Jaipur,Unemployed,Diploma,Divorced,Car,No,No,1
117986,31,68623.82,612.0,188704.52,18,25.16,0,4,6,Jaipur,Unemployed,PhD,Single,Personal,No,Yes,1
107885,42,39362.72,450.0,186127.43,12,12.64,2,2,1,,Freelancer,HighSchool,Single,Home,Yes,Yes,1
113332,56,72115.92,378.0,370682.89,48,20.91,1,3,18,Kolkata,Student,Bachelors,Single,Medical,Yes,Yes,1
109585,53,27839.15,390.0,270066.39,48,27.63,1,5,7,Mumbai,Unemployed,Bachelors,Single,Business,No,Yes,1
106332,50,76881.69,743.0,409976.68,12,16.11,1,5,22,Chennai,Freelancer,Masters,Divorced,Education,Yes,Yes,0
124429,60,78610.22,612.0,178250.28,60,15.62,1,2,0,Bangalore,Unemployed,HighSchool,Single,Personal,Yes,Yes,1
118079,51,67698.18,791.0,467259.21,48,7.49,4,2,16,Delhi,Unemployed,Bachelors,Married,Car,No,Yes,1
105201,32,53317.65,486.0,175259.89,12,23.43,2,2,38,Kolkata,Business,Diploma,Married,Home,Yes,Yes,1
100747,54,30258.04,789.0,183041.48,24,25.15,2,1,38,Delhi,Freelancer,Diploma,Married,Business,No,No,1
109760,41,50213.52,569.0,69679.27,6,24.24,2,2,29,Hyderabad,Salaried,Diploma,Married,Home,Yes,No,1
129612,64,57795.57,702.0,186570.65,18,22.64,1,3,24,Hyderabad,Salaried,Bachelors,Married,Personal,Yes,No,0
119992,31,49855.54,466.0,72123.22,60,21.47,5,3,27,Hyderabad,Unemployed,Diploma,Divorced,Car,Yes,Yes,1
123189,20,40540.59,,152230.49,48,26.5,1,5,0,Chennai,Freelancer,HighSchool,Divorced,Business,No,No,1
125535,36,43352.44,529.0,203942.56,48,26.59,2,1,17,Chennai,Student,HighSchool,Divorced,Medical,Yes,No,1
117963,29,78232.66,603.0,110281.52,48,11.45,2,2,17,Delhi,Unemployed,Bachelors,Married,Business,Yes,No,1
125246,27,67881.8,379.0,128536.66,24,24.01,1,4,35,Delhi,Business,Bachelors,Single,Education,Yes,Yes,1
105081,25,78561.99,487.0,306985.08,12,17.75,1,0,3,Mumbai,Business,Masters,Divorced,Business,No,No,1
109350,63,85545.65,816.0,150151.53,18,16.37,1,3,38,Delhi,Student,Bachelors,Married,Travel,No,No,1
110982,22,47016.39,445.0,351516.22,24,21.81,0,1,1,Jaipur,Freelancer,Diploma,Married,Travel,No,No,1
123621,27,53631.56,353.0,5000.0,48,20.69,1,5,19,Pune,Salaried,Bachelors,Divorced,Travel,No,Yes,1
113235,26,25631.53,513.0,162530.78,6,10.0,2,5,30,Jaipur,Unemployed,Masters,Single,Medical,No,Yes,1
119367,26,95025.16,563.0,87505.97,48,15.61,1,4,1,Delhi,Salaried,PhD,Married,Medical,Yes,No,0
101190,60,,852.0,165971.6,18,7.22,2,0,13,Kolkata,,HighSchool,Married,Education,No,No,1
100821,64,79030.4,733.0,294989.88,18,9.35,0,0,30,Pune,Business,HighSchool,Single,Medical,No,Yes,1
115878,49,25875.33,892.0,194354.45,18,20.24,1,2,1,Delhi,Unemployed,Bachelors,Divorced,Business,Yes,No,1
120497,62,43621.88,450.0,276635.03,18,20.51,2,4,19,Bangalore,Unemployed,Masters,Divorced,Home,Yes,Yes,1
109419,50,86821.09,351.0,240732.94,48,25.5,1,4,28,Mumbai,Student,Bachelors,Single,Education,Yes,Yes,1
128100,54,78354.62,814.0,5000.0,36,12.07,2,0,17,Bangalore,Business,PhD,Married,Home,Yes,No,1
108892,50,49617.03,859.0,274614.21,48,15.27,1,4,2,Bangalore,Salaried,PhD,Single,Business,No,No,1
104461,20,10588.17,888.0,204092.47,12,16.22,3,3,8,Kolkata,Freelancer,,Divorced,Medical,Yes,No,1
125229,34,74145.67,321.0,137777.27,6,25.31,3,0,19,Chennai,Salaried,Masters,Married,Education,Yes,Yes,1
129985,41,87736.03,439.0,167068.65,36,22.62,1,4,23,Hyderabad,Student,PhD,Single,Car,Yes,No,1
112606,18,,707.0,237323.44,36,20.46,3,0,5,Kolkata,Unemployed,PhD,Single,Personal,Yes,Yes,1
125978,50,39685.68,757.0,489480.62,48,9.5,2,2,14,Mumbai,Business,HighSchool,Married,Education,No,Yes,1
119132,20,84992.17,872.0,214778.0,24,11.64,1,2,35,Bangalore,Freelancer,HighSchool,Divorced,Education,No,No,1
114740,52,68956.62,335.0,370328.35,12,10.1,1,4,14,Kolkata,Student,Masters,Single,Car,No,No,1
112146,40,76697.68,531.0,253607.75,6,25.65,2,2,11,Bangalore,Freelancer,Diploma,Single,Business,Yes,Yes,1
102744,32,21040.93,556.0,260252.76,18,23.03,0,1,23,Pune,Freelancer,HighSchool,Single,Travel,Yes,Yes,1
110114,61,58240.3,584.0,5000.0,60,27.07,3,5,6,Kolkata,Student,Masters,Divorced,Business,Yes,Yes,1
102383,29,44223.36,640.0,103273.03,6,10.39,3,3,14,Hyderabad,Freelancer,HighSchool,Single,Medical,Yes,No,0
109153,39,48633.57,,154123.33,18,17.26,2,2,29,Mumbai,Salaried,HighSchool,Married,Car,No,No,1
101406,26,34766.7,319.0,106775.56,48,7.86,2,3,16,Pune,Freelancer,PhD,Married,Home,No,No,1
116560,63,106084.37,695.0,456514.55,6,26.93,0,5,5,Chennai,Salaried,PhD,Divorced,Business,No,Yes,1
119361,41,,667.0,18738.8,60,14.17,3,0,12,Delhi,Freelancer,HighSchool,Married,Home,Yes,Yes,1
110342,64,15574.72,436.0,298132.04,48,9.66,1,0,22,Jaipur,Student,Diploma,Single,Personal,Yes,Yes,1
127756,53,62101.02,500.0,401397.72,60,16.3,3,3,13,Hyderabad,Freelancer,Masters,Divorced,Travel,Yes,Yes,1
117614,31,90136.66,422.0,160003.48,60,8.08,2,0,7,Jaipur,Business,HighSchool,Married,Business,Yes,Yes,1
119906,25,66672.87,688.0,219752.99,48,10.07,2,0,39,,Freelancer,Diploma,Married,Car,No,Yes,1
124530,55,62575.04,528.0,39177.02,6,11.79,1,2,6,Mumbai,Unemployed,Bachelors,Divorced,Home,No,Yes,0
127308,43,19187.11,527.0,326829.8,36,25.81,2,4,18,Pune,Salaried,Masters,Divorced,Travel,Yes,No,1
117788,55,58224.75,681.0,197583.65,60,23.48,0,2,6,Jaipur,Business,PhD,Single,Personal,No,Yes,0
113075,51,37983.22,339.0,101134.35,6,23.14,0,0,39,Chennai,,HighSchool,Married,Travel,Yes,No,1
122089,57,64905.76,428.0,347388.67,48,10.86,3,2,4,Pune,Business,Bachelors,Married,Medical,No,Yes,1
128573,45,,600.0,209886.51,18,20.23,0,2,25,Mumbai,Business,Bachelors,Single,Education,No,Yes,0
120568,38,60448.71,773.0,203506.79,12,21.72,0,3,24,Bangalore,Unemployed,,Single,Home,Yes,Yes,1
117890,26,81127.45,890.0,350623.54,6,9.85,2,1,32,Bangalore,Student,Masters,Single,Business,No,Yes,1
116837,27,88288.47,657.0,144112.98,60,23.36,1,4,10,Hyderabad,Unemployed,HighSchool,Single,Business,No,Yes,1
106552,37,30264.68,388.0,133073.65,18,14.1,1,0,33,Jaipur,Unemployed,HighSchool,Single,Personal,Yes,No,1
119637,39,112710.06,493.0,112558.54,12,11.5,3,5,10,Mumbai,Business,Bachelors,Single,Travel,Yes,Yes,0
118294,52,45746.93,710.0,210324.36,6,15.21,2,3,4,Jaipur,Student,Masters,Single,Medical,No,Yes,1
102876,56,30141.59,568.0,130660.21,36,15.76,0,1,24,Mumbai,Student,Masters,Divorced,Travel,Yes,Yes,1
102982,50,61363.8,692.0,474617.97,60,16.93,1,2,0,Delhi,Business,Diploma,Divorced,Home,Yes,No,1
117410,63,15163.21,558.0,212008.71,36,27.31,0,5,4,Kolkata,Unemployed,PhD,Married,Personal,No,No,1
115162,43,54641.76,781.0,138573.53,24,25.42,1,2,30,Mumbai,Student,HighSchool,Single,Travel,No,No,0
102153,38,70467.21,391.0,333783.72,48,22.51,3,1,13,Bangalore,Salaried,HighSchool,Divorced,Medical,Yes,No,1
118700,24,91137.21,768.0,196164.16,48,9.93,2,1,29,Mumbai,Unemployed,Diploma,Divorced,Business,Yes,Yes,1
107667,61,32109.77,764.0,37751.14,48,11.12,2,3,34,Delhi,Freelancer,PhD,Single,Personal,Yes,Yes,1
115243,58,51840.18,664.0,270730.62,24,13.91,1,5,29,Delhi,Freelancer,Diploma,Married,Car,Yes,No,1
116857,40,21040.83,741.0,503404.9,24,27.05,1,5,20,Bangalore,Unemployed,PhD,Married,Travel,No,Yes,1
113961,22,49137.8,622.0,205259.27,48,14.62,0,5,33,Chennai,Business,,Divorced,Travel,No,No,1
100217,49,92368.17,358.0,5000.0,24,14.94,2,1,4,Chennai,Salaried,Diploma,Single,Travel,No,Yes,0
123287,45,52937.34,821.0,367407.64,18,25.3,3,5,14,Chennai,Salaried,Diploma,Divorced,Personal,Yes,Yes,1
102213,21,57510.55,581.0,120216.54,60,14.92,1,5,18,Bangalore,Student,HighSchool,Single,Business,No,No,1
106580,31,68891.54,807.0,5000.0,36,15.18,0,0,9,Mumbai,Salaried,Diploma,Divorced,Business,Yes,No,1
127602,62,71540.54,331.0,220267.16,18,16.48,1,0,14,Kolkata,Student,Masters,Married,Car,No,No,1
119376,33,34706.49,595.0,22313.9,60,27.05,3,3,36,Hyderabad,Business,Diploma,Divorced,Education,Yes,No,1
107539,47,56048.99,436.0,5000.0,24,13.55,2,1,15,Hyderabad,Student,Masters,Married,Personal,No,No,1
114976,23,35758.63,508.0,171889.49,24,23.89,3,0,33,Delhi,Business,HighSchool,Divorced,Business,No,Yes,1
110128,52,70622.37,712.0,218081.1,24,26.21,2,5,3,Jaipur,Business,PhD,Single,Car,No,No,1
105705,59,95490.0,571.0,5000.0,36,15.46,0,2,16,Mumbai,Business,PhD,Married,Education,Yes,Yes,0
105953,58,78171.67,582.0,221866.12,36,22.1,0,3,6,Delhi,Business,Bachelors,Single,Education,Yes,No,1
100538,54,32762.28,515.0,129209.77,6,15.03,2,3,37,Kolkata,Business,HighSchool,Married,Medical,No,No,1
121663,39,52784.84,367.0,407641.37,60,12.56,3,3,28,Jaipur,Student,Bachelors,Married,Business,No,No,1
121567,27,82642.73,888.0,189030.35,48,23.51,2,0,37,Hyderabad,Salaried,Bachelors,Divorced,Medical,Yes,Yes,0
128982,49,,738.0,301829.68,60,25.43,1,1,5,Kolkata,Salaried,PhD,Single,Car,No,Yes,1
107427,24,23403.25,614.0,44269.29,24,19.85,1,4,9,Mumbai,Business,Bachelors,Single,Home,No,Yes,1
120725,51,90985.01,463.0,279508.49,6,12.44,0,0,16,Kolkata,Freelancer,PhD,Single,Medical,No,No,1
104181,35,60684.59,607.0,194155.7,18,25.38,2,1,27,,Student,PhD,Divorced,Travel,No,No,1
118701,34,55704.66,514.0,111636.68,36,10.73,1,4,39,Mumbai,Business,PhD,Single,Education,Yes,No,1
115414,35,95820.34,896.0,315316.46,24,9.4,0,4,13,Bangalore,Freelancer,Diploma,Divorced,Car,Yes,No,0
112154,20,64097.11,338.0,156632.88,60,14.45,2,5,24,Hyderabad,Student,Masters,Single,Travel,Yes,Yes,1
100579,29,72893.83,375.0,476177.47,36,20.73,3,1,24,Mumbai,Student,Masters,Single,Education,Yes,Yes,1
102168,43,56531.25,731.0,197062.02,60,13.65,2,1,13,Hyderabad,Salaried,PhD,Single,Education,No,Yes,1
124419,40,21644.92,898.0,185307.43,18,21.72,3,4,26,Pune,Freelancer,PhD,Married,Business,No,Yes,1
100250,35,40080.5,510.0,258250.47,6,27.98,0,2,35,Kolkata,Business,Bachelors,Married,Education,No,Yes,0
115692,53,,881.0,231012.54,12,23.29,1,5,31,Bangalore,Student,Diploma,Divorced,Personal,No,Yes,1
109971,26,68084.26,808.0,169913.05,24,9.09,0,0,16,Jaipur,Student,Masters,Married,Home,No,No,1
116180,25,54214.14,337.0,365187.18,36,22.32,1,4,9,Delhi,Unemployed,HighSchool,Single,Personal,No,Yes,1
111489,52,28510.03,408.0,53262.59,12,15.23,0,1,3,Delhi,Freelancer,Masters,Married,Medical,No,No,1
109144,36,45508.34,414.0,261831.01,48,16.02,1,4,5,Mumbai,Business,PhD,Divorced,Business,No,No,1
129432,53,79593.28,697.0,119243.64,6,20.12,2,1,15,Hyderabad,Freelancer,Masters,Married,Car,Yes,No,0
125790,20,30745.72,666.0,50954.62,48,10.22,0,1,20,Delhi,Business,Diploma,Married,Education,Yes,Yes,0
105771,44,61537.3,765.0,61904.7,18,19.53,2,1,0,Chennai,Business,PhD,Single,Personal,Yes,No,1
126746,22,29089.56,788.0,46108.9,60,18.28,4,5,16,Kolkata,Freelancer,Masters,Single,Travel,No,Yes,1
102325,43,50865.55,454.0,520936.05,18,27.52,0,3,28,Mumbai,Unemployed,PhD,Married,Business,Yes,No,1
115430,34,67941.88,380.0,25328.99,24,19.72,1,2,4,Bangalore,Salaried,HighSchool,Divorced,Medical,Yes,No,0
100430,45,45490.88,351.0,441331.72,36,17.32,1,5,6,Kolkata,Unemployed,Bachelors,Married,Education,Yes,Yes,1
110768,33,30004.55,469.0,159458.92,36,26.91,1,2,32,,Salaried,Diploma,Divorced,Education,Yes,No,1
102532,63,62966.31,890.0,246485.24,6,27.03,1,2,30,Chennai,Unemployed,Diploma,Divorced,Home,No,No,1
102457,31,33329.18,753.0,5000.0,18,26.23,1,5,30,Kolkata,Salaried,Diploma,Divorced,Personal,No,Yes,1
119186,31,76626.23,862.0,277748.13,48,12.24,3,1,24,Hyderabad,Student,Masters,Married,Travel,No,No,1
127235,54,65512.75,384.0,341613.07,24,14.17,2,0,37,Kolkata,Salaried,PhD,Divorced,Home,Yes,No,1
122291,33,15351.12,873.0,174459.73,60,12.87,2,0,17,Kolkata,Business,Masters,Married,Home,Yes,Yes,1
111212,40,59267.81,,5000.0,18,7.71,0,1,33,Bangalore,Unemployed,Diploma,Single,Medical,No,No,1
100505,18,64904.88,512.0,373717.39,60,8.9,2,0,13,Chennai,Student,HighSchool,Divorced,Medical,No,Yes,1
123112,42,43058.23,474.0,17428.46,36,27.09,2,0,28,Mumbai,,HighSchool,Single,Travel,No,No,1
118779,21,45290.52,674.0,212778.49,18,17.65,1,2,19,Mumbai,Business,Diploma,Married,Business,Yes,Yes,1
119082,47,47523.03,605.0,289011.94,24,18.82,0,5,19,Mumbai,Freelancer,PhD,Married,Education,No,No,1
117894,24,67025.34,695.0,404896.75,60,10.47,3,3,24,Bangalore,Business,Diploma,Divorced,Medical,Yes,Yes,0
119006,61,86200.08,357.0,118134.24,18,24.87,4,5,4,Hyderabad,Freelancer,PhD,Divorced,Business,Yes,Yes,1
119690,22,63811.35,427.0,119864.31,24,24.25,0,0,29,Bangalore,Business,HighSchool,Single,Travel,Yes,Yes,1
127093,62,91679.65,563.0,229112.0,36,24.42,0,2,28,Bangalore,Business,PhD,Married,Travel,Yes,Yes,1
123179,62,55625.07,347.0,256194.36,48,21.86,4,5,23,Mumbai,Student,HighSchool,Divorced,Business,No,Yes,1
112626,63,52900.77,597.0,401549.78,12,16.67,2,3,16,Jaipur,Unemployed,HighSchool,Divorced,Car,No,Yes,1
103834,23,36992.01,833.0,110326.15,24,19.96,1,4,29,Kolkata,Salaried,Diploma,Single,Business,No,Yes,1
101330,56,,848.0,194572.95,24,12.16,6,1,23,Jaipur,Freelancer,Masters,Divorced,Home,Yes,Yes,1
121466,64,74413.71,480.0,51086.25,24,26.49,2,2,32,Kolkata,Salaried,Bachelors,Single,Medical,Yes,No,1
123828,52,92024.05,881.0,243973.97,12,8.82,4,2,18,Jaipur,Business,PhD,Single,Business,Yes,Yes,1
102541,34,32677.09,545.0,196131.57,48,13.76,1,2,38,Pune,Student,PhD,Single,Personal,No,Yes,1
128612,24,42470.34,748.0,227385.34,12,26.39,3,4,31,Jaipur,Student,Diploma,Single,Medical,No,Yes,1
121995,22,37295.53,755.0,121627.29,36,24.35,2,5,15,Bangalore,Salaried,PhD,Divorced,Personal,No,Yes,1
111899,56,67711.45,776.0,6901.36,48,21.08,1,4,18,Hyderabad,Freelancer,Masters,Married,Travel,No,Yes,1
125872,49,43374.98,885.0,512910.95,24,8.27,1,4,34,Hyderabad,Freelancer,Masters,Married,Car,No,Yes,1
126225,38,76172.62,683.0,397037.09,6,7.06,2,4,18,Mumbai,Unemployed,Bachelors,Married,Home,No,No,1
115805,18,37332.5,806.0,405626.89,24,24.27,3,0,32,Chennai,,Masters,Single,Business,No,No,1
109555,21,30056.91,528.0,278462.16,60,10.77,1,2,27,Pune,Student,PhD,Married,Education,Yes,No,1
107567,59,64912.01,335.0,117952.41,60,11.86,3,4,9,,Unemployed,HighSchool,Divorced,Home,Yes,Yes,1
103507,37,25633.77,,177557.46,24,19.74,3,2,32,Chennai,Business,HighSchool,Single,Medical,No,No,1
108834,56,47628.5,391.0,219135.19,36,19.58,3,0,26,Hyderabad,Student,HighSchool,Married,Business,No,No,1
118784,62,44025.13,527.0,235396.87,6,27.29,0,1,37,Hyderabad,Student,Bachelors,Married,Travel,No,Yes,1
129857,47,73502.74,757.0,193795.68,48,22.87,2,3,31,Pune,Student,Diploma,Single,Car,No,Yes,1
123587,32,16296.66,619.0,77007.68,60,22.92,0,4,27,Mumbai,Freelancer,Masters,Divorced,Business,No,Yes,1
128267,23,73219.91,388.0,263872.17,60,26.53,1,4,7,,Freelancer,PhD,Married,Medical,No,Yes,1
105844,23,96167.48,633.0,42437.0,6,27.0,3,3,0,Hyderabad,Unemployed,Masters,Single,Car,No,Yes,1
126476,54,19792.01,834.0,365734.29,12,26.06,3,0,35,Bangalore,Salaried,Diploma,Divorced,Travel,Yes,Yes,1
124198,21,98507.64,779.0,296198.82,18,22.4,3,5,3,Kolkata,Business,Bachelors,Married,Business,Yes,Yes,1
128881,47,61496.38,727.0,170148.26,48,17.53,1,2,1,Chennai,Freelancer,Bachelors,Divorced,Medical,Yes,No,1
104845,53,66743.3,891.0,5000.0,18,13.99,1,1,14,Jaipur,Student,Bachelors,Divorced,Business,No,Yes,1
104985,48,59414.16,731.0,234178.58,6,22.74,2,0,34,Kolkata,Salaried,PhD,Married,Home,No,No,1
123399,62,35840.83,621.0,143162.09,18,10.38,1,2,32,Delhi,Unemployed,PhD,Married,Medical,No,Yes,1
125569,24,33761.38,715.0,136511.57,18,7.34,1,5,7,Kolkata,Business,Diploma,Married,Business,No,No,1
120262,57,25820.81,817.0,88575.2,18,23.81,2,2,11,Pune,Freelancer,PhD,Single,Home,Yes,No,1
120856,61,56414.3,515.0,293122.99,12,19.9,0,0,0,Jaipur,Student,Diploma,Divorced,Business,No,No,1
126822,42,38829.32,,24203.57,18,27.39,1,4,12,Delhi,Unemployed,Bachelors,Married,Home,No,No,1
109317,31,44740.18,340.0,5000.0,18,19.05,1,1,30,Kolkata,Student,PhD,Single,Personal,Yes,Yes,1
125506,49,55672.36,449.0,239826.81,12,15.04,1,0,39,Hyderabad,Salaried,Masters,Single,Medical,No,Yes,0
114847,30,55111.7,335.0,224010.72,12,14.69,5,3,7,Hyderabad,Student,HighSchool,Married,Home,No,Yes,1
107842,36,29450.92,699.0,224612.74,36,14.81,0,5,33,Kolkata,Business,Bachelors,Single,Travel,No,No,1
128647,20,94570.04,878.0,328192.41,12,7.83,1,3,14,Chennai,Salaried,PhD,Married,Personal,Yes,No,1
129984,34,61872.6,611.0,200923.86,36,21.58,3,4,21,Chennai,Salaried,Diploma,Single,Medical,No,No,1
